Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Single_T2.1,Coverage (%) Chronic_T4.1,Coverage (%) Control_T1.1,Coverage (%) Episodic_T3.1,Coverage (%) Control_T1.2,Coverage (%) Episodic_T3.2,Coverage (%) Chronic_T4.2,Coverage (%) Single_T2.2,Coverage (%) Control_T1.3,Coverage (%) Episodic_T3.3,Coverage (%) Single_T2.3,Coverage (%) Chronic_T4.3,Area Single_T2.1,Area Chronic_T4.1,Area Control_T1.1,Area Episodic_T3.1,Area Control_T1.2,Area Episodic_T3.2,Area Chronic_T4.2,Area Single_T2.2,Area Control_T1.3,Area Episodic_T3.3,Area Single_T2.3,Area Chronic_T4.3,#Peptides,#Unique,#Spec Single_T2.1,#Spec Chronic_T4.1,#Spec Control_T1.1,#Spec Episodic_T3.1,#Spec Control_T1.2,#Spec Episodic_T3.2,#Spec Chronic_T4.2,#Spec Single_T2.2,#Spec Control_T1.3,#Spec Episodic_T3.3,#Spec Single_T2.3,#Spec Chronic_T4.3,PTM,Avg. Mass,Description
989,1617,TRINITY_DN44805_c0_g1_i1.p1,154.22,20,7,20,8,11,11,7,20,15,3,3,3,20,9.8229E5,1.7314E7,2.0585E6,5.5664E6,3.9213E6,1.3549E6,1.0138E7,3.4513E6,8.1704E5,1.9207E6,9.1243E5,8.4557E6,6,6,2,7,2,4,3,2,6,4,1,1,1,5,Carbamidomethylation; Oxidation (M); Methylation(others); Mutation,37407,TRINITY_DN44805_c0_g1_i1.p1
520,694,TRINITY_DN41221_c1_g1_i1.p1,154.11,27,18,24,18,24,13,15,24,13,13,13,18,22,5.8889E6,1.346E7,3.1127E6,6.5394E6,0,3.1976E6,1.2042E7,0,2.2768E6,4.8184E6,3.722E6,6.6203E6,8,2,8,10,6,8,5,4,9,9,9,5,7,10,Carbamidomethylation; Acetylation (Protein N-term),22807,TRINITY_DN41221_c1_g1_i1.p1
967,1163,TRINITY_DN50603_c0_g1_i1.p1,153.94,66,23,40,15,23,15,23,9,15,15,41,15,23,2.5911E7,1.9915E7,1.2601E7,1.7957E7,1.6317E7,1.5248E7,1.1419E7,2.5489E7,4.1729E6,2.6454E7,1.2341E7,7.4353E6,6,6,4,4,3,4,3,3,2,3,3,5,3,3,Carbamidomethylation; Mutation,11055,TRINITY_DN50603_c0_g1_i1.p1
816,1392,TRINITY_DN43914_c0_g1_i3.p2,153.92,42,42,12,22,42,42,32,22,42,31,32,31,42,1.758E7,1.3308E7,7.5059E6,2.0771E7,2.3899E7,1.4582E7,5.8066E6,3.3213E7,1.4204E7,3.8678E7,1.4093E7,1.7781E7,6,6,5,2,3,6,6,5,2,6,3,5,4,4,Carbamidomethylation; Oxidation (M); Formylation; Mutation,10275,TRINITY_DN43914_c0_g1_i3.p2
816,1402,TRINITY_DN43914_c0_g1_i1.p1,153.92,35,35,10,18,35,35,27,18,35,26,27,26,35,1.758E7,1.3308E7,7.5059E6,2.0771E7,2.3899E7,1.4582E7,5.8066E6,3.3213E7,1.4204E7,3.8678E7,1.4093E7,1.7781E7,6,6,5,2,3,6,6,5,2,6,3,5,4,4,Carbamidomethylation; Oxidation (M); Formylation; Mutation,12515,TRINITY_DN43914_c0_g1_i1.p1
1166,1566,TRINITY_DN47169_c0_g1_i3.p1,153.81,46,26,27,27,27,27,27,27,20,20,39,20,39,,,,,,,,,,1.8217E6,,4.8063E5,5,1,2,2,2,3,3,2,3,2,1,5,1,3,Carbamidomethylation; Oxidation (M); Methylation(KR); Methylation(others); Mutation,11359,TRINITY_DN47169_c0_g1_i3.p1
1210,927,TRINITY_DN39842_c0_g1_i2.p1,153.78,17,8,4,14,14,14,6,0,17,10,17,10,8,2.636E6,4.0571E5,2.7862E6,4.2358E6,4.1375E6,2.6597E6,,9.1818E6,2.3784E6,1.2111E7,3.2151E6,9.66E5,4,4,2,1,3,3,3,1,0,4,2,4,2,2,,29064,TRINITY_DN39842_c0_g1_i2.p1
1500,880,TRINITY_DN31122_c0_g1_i1.p1,153.65,28,13,13,4,4,4,4,19,4,0,19,0,22,3.2694E5,5.9345E6,,,,,4.6774E6,,,6.7277E6,,3.2802E6,4,3,2,2,1,1,1,1,3,1,0,3,0,3,Carbamidomethylation,23193,TRINITY_DN31122_c0_g1_i1.p1
1417,938,TRINITY_DN48334_c0_g1_i1.p1,153.37,21,9,0,8,7,7,8,0,3,7,7,3,0,7.612E5,,0,0,2.0546E6,0,,,5.4561E5,2.4181E6,,,5,4,2,0,2,2,2,4,0,2,3,2,2,0,,27101,TRINITY_DN48334_c0_g1_i1.p1
1103,646,TRINITY_DN33832_c0_g1_i2.p1,153.33,23,6,14,6,6,11,12,12,3,3,6,3,16,1.6235E6,6.7185E6,2.2845E6,2.2822E6,2.7025E6,3.0076E6,4.4053E6,,,2.7904E6,9.3016E5,4.3364E6,8,7,2,4,2,2,3,3,5,1,1,3,1,5,Carbamidomethylation; Oxidation (M); Hexose (NSY); Mutation,31052,TRINITY_DN33832_c0_g1_i2.p1
925,1199,TRINITY_DN45477_c0_g1_i3.p1,153.26,11,7,7,7,8,7,7,7,9,9,7,7,7,1.1534E7,1.739E7,9.5078E6,1.7763E7,1.2885E7,8.8553E6,9.2226E6,1.6321E7,1.0097E7,1.3519E7,7.8131E6,1.0508E7,5,5,3,4,3,4,3,3,3,5,6,3,3,3,Carbamidomethylation; Deamidation (NQ); Mutation,47725,TRINITY_DN45477_c0_g1_i3.p1
1393,1114,TRINITY_DN47377_c0_g1_i1.p1,153.22,8,7,2,4,2,5,3,2,5,6,2,6,3,2.2259E6,9.2709E5,1.219E6,6.8212E5,1.9593E6,9.079E5,1.0375E6,2.297E6,2.1003E6,3.2286E5,1.6585E6,5.5467E5,5,5,3,1,2,1,2,1,1,2,3,1,3,1,Carbamidomethylation; Mutation,70305,TRINITY_DN47377_c0_g1_i1.p1
1809,686,TRINITY_DN42894_c0_g1_i1.p1,153.04,20,3,12,0,0,6,0,7,0,0,4,6,0,8.104E5,4.275E6,,,2.1067E5,,2.8409E6,,,5.3339E5,5.6305E5,,6,6,1,3,0,0,2,0,2,0,0,1,2,0,Acetylation (K),39819,TRINITY_DN42894_c0_g1_i1.p1
1703,1238,TRINITY_DN47617_c0_g1_i1.p1,152.77,13,0,7,0,6,0,0,7,0,0,6,0,8,,6.6864E6,,5.1084E6,,,7.042E6,,,2.9269E6,,4.7392E6,5,5,0,3,0,2,0,0,3,0,0,2,0,3,Carbamidomethylation; Methylation(others); Mutation,53151,TRINITY_DN47617_c0_g1_i1.p1
1351,1198,TRINITY_DN45651_c0_g1_i1.p1,152.77,14,4,0,2,0,4,12,0,4,6,10,4,0,3.085E6,,8.9032E5,,3.0984E6,7.8108E6,,4.5446E6,2.677E5,7.8728E6,4.6734E5,,7,7,2,0,1,0,2,7,0,2,2,4,2,0,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Methylation(others); Mutation,58690,TRINITY_DN45651_c0_g1_i1.p1
1630,1153,TRINITY_DN38194_c0_g1_i1.p1,152.70,15,0,11,9,3,8,0,11,0,3,4,7,0,,6.1747E6,6.5506E5,7.8829E5,2.6524E6,,5.4802E6,,4.4748E5,7.9875E5,5.8025E5,,4,4,0,3,2,1,2,0,3,0,1,1,2,0,Carbamidomethylation,32714,TRINITY_DN38194_c0_g1_i1.p1
1209,1404,TRINITY_DN36715_c0_g1_i3.p1,152.64,25,10,25,4,6,4,10,17,13,0,4,4,12,2.1589E7,2.7007E6,1.0393E7,6.8925E5,1.5205E7,3.1943E7,2.0628E7,3.4104E7,,2.6365E7,2.6379E7,1.2202E6,5,5,2,4,1,1,2,4,4,4,0,1,1,3,Deamidation (NQ); Ethylation,24968,TRINITY_DN36715_c0_g1_i3.p1
1209,1388,TRINITY_DN36715_c0_g1_i1.p1,152.64,39,15,39,6,9,6,15,27,21,0,6,6,18,2.1589E7,2.7007E6,1.0393E7,6.8925E5,1.5205E7,3.1943E7,2.0628E7,3.4104E7,,2.6365E7,2.6379E7,1.2202E6,5,5,2,4,1,1,2,4,4,4,0,1,1,3,Deamidation (NQ); Ethylation,15725,TRINITY_DN36715_c0_g1_i1.p1
1266,372,TRINITY_DN45264_c0_g1_i1.p1,152.59,12,4,0,6,0,8,8,6,4,2,5,0,2,1.3684E6,,2.5712E6,,1.0908E7,4.9381E6,2.7558E6,1.6468E6,3.8657E5,8.6737E6,,1.8596E6,7,7,2,0,3,0,6,4,3,2,1,3,0,1,,61885,TRINITY_DN45264_c0_g1_i1.p1
1752,2126,TRINITY_DN38777_c0_g1_i3.p1,152.52,34,20,14,11,11,0,20,0,0,8,11,0,11,2.9823E6,6.3771E5,9.5391E5,1.0118E6,,2.8688E6,,,1.5874E6,5.9537E5,,2.2031E6,4,4,2,1,1,2,0,2,0,0,1,2,0,1,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Acetylation (Protein N-term),13109,TRINITY_DN38777_c0_g1_i3.p1
1752,2144,TRINITY_DN38777_c0_g1_i4.p1,152.52,34,20,14,11,11,0,20,0,0,8,11,0,11,2.9823E6,6.3771E5,9.5391E5,1.0118E6,,2.8688E6,,,1.5874E6,5.9537E5,,2.2031E6,4,4,2,1,1,2,0,2,0,0,1,2,0,1,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Acetylation (Protein N-term),13079,TRINITY_DN38777_c0_g1_i4.p1
881,2337,TRINITY_DN47130_c0_g1_i3.p1,152.50,18,5,9,9,17,13,12,14,13,5,5,7,3,6.5433E6,1.7715E7,4.6656E6,1.3914E7,6.6E6,5.1561E6,1.6877E7,1.1114E7,7.5753E6,7.9834E6,5.4881E6,4.1582E6,7,7,3,4,3,6,5,4,5,5,3,2,4,1,Carbamidomethylation; Dihydroxy; Mutation,60702,TRINITY_DN47130_c0_g1_i3.p1
1249,680,TRINITY_DN41790_c0_g1_i1.p2,152.40,62,23,17,13,40,10,7,17,21,7,17,17,17,5.834E6,4.6316E6,2.4313E6,5.6109E6,1.6419E6,8.7411E5,4.3777E6,1.4329E6,1.1079E6,4.0654E6,2.6342E6,4.7855E6,8,8,3,2,2,3,1,1,2,2,1,2,3,4,,12804,TRINITY_DN41790_c0_g1_i1.p2
1610,1017,TRINITY_DN35285_c0_g1_i1.p1,152.30,36,19,9,0,36,9,0,9,0,9,28,9,9,2.0082E6,8.3923E5,,6.4421E6,5.375E5,,7.4851E5,,4.7371E5,3.4849E6,3.922E5,5.8911E5,4,4,2,1,0,4,1,0,1,0,1,3,1,1,Oxidation (M),17175,TRINITY_DN35285_c0_g1_i1.p1
1190,1363,TRINITY_DN48065_c0_g3_i2.p1,152.23,51,0,26,31,11,9,24,20,9,6,20,34,16,,3.7235E6,3.4012E6,3.5444E6,2.1608E6,3.9367E6,5.8017E6,2.4785E6,3.9319E5,5.3221E6,7.0828E6,7.2829E6,7,7,0,3,3,2,2,2,3,1,1,3,4,4,Carbamidomethylation; Oxidation (M); Methylation(others); Ethyl amino; Mutation,18136,TRINITY_DN48065_c0_g3_i2.p1
1122,990,TRINITY_DN59377_c0_g1_i1.p1,152.22,42,22,6,18,18,32,22,15,6,18,32,10,12,3.1508E6,8.682E5,2.4536E6,2.9622E6,4.5425E6,2.5998E6,2.8936E6,9.2711E5,1.4314E6,5.7703E6,4.9704E5,2.4582E6,7,7,3,1,3,3,4,3,2,1,3,5,1,2,Oxidation (M),14334,TRINITY_DN59377_c0_g1_i1.p1
658,4550,TRINITY_DN42279_c0_g1_i2.p1,151.97,18,18,18,18,18,18,18,18,18,18,18,18,18,2.7057E7,5.3839E7,1.3708E7,3.0559E7,2.532E7,2.0414E7,4.1511E7,5.4821E7,2.7933E7,2.3796E7,2.2863E7,2.7067E7,4,4,6,7,6,6,5,5,6,7,4,5,6,5,Carbamidomethylation; Methylation(KR); Methylation(others); Mutation,23626,TRINITY_DN42279_c0_g1_i2.p1
1025,581,TRINITY_DN45175_c0_g1_i1.p1,151.93,26,6,9,5,6,3,3,23,3,3,3,3,11,3.4818E7,3.6569E7,2.6144E7,3.2037E7,1.547E7,1.3085E7,1.7645E7,3.5261E7,1.9372E7,2.2249E7,2.2473E7,4.5556E7,10,10,2,5,3,3,2,2,8,2,1,1,2,4,Carbamidomethylation; Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Mutation,38148,TRINITY_DN45175_c0_g1_i1.p1
956,2259,TRINITY_DN45357_c0_g1_i2.p1,151.87,12,9,10,9,12,12,9,12,9,9,9,7,9,5.9459E6,1.261E7,4.1166E6,5.9932E6,4.821E6,3.2208E6,1.5083E7,5.6502E6,3.1827E6,7.2183E6,3.0721E6,4.1585E6,4,4,3,4,3,4,4,3,5,3,3,3,2,3,Carbamidomethylation; Mutation,52904,TRINITY_DN45357_c0_g1_i2.p1
1269,1805,TRINITY_DN36141_c0_g1_i1.p1,151.80,15,10,4,15,8,4,0,4,10,6,10,4,10,4.4432E6,7.6691E5,1.1291E7,1.2956E6,1.5897E6,,6.5655E5,2.2369E6,5.4577E6,1.7808E6,1.0847E6,1.964E6,6,6,3,1,5,2,1,0,1,3,2,3,1,3,Carbamidomethylation; Proline oxidation to pyrrolidinone; Mutation,46106,TRINITY_DN36141_c0_g1_i1.p1
1136,2883,TRINITY_DN46385_c0_g1_i1.p1,151.79,23,9,16,20,20,20,16,4,4,4,8,4,4,4.5506E6,6.4741E6,6.3231E6,7.6465E6,1.0257E7,5.7685E6,1.5637E6,2.6525E6,3.8258E6,4.7283E6,2.4295E6,1.8456E6,6,6,2,3,5,4,6,3,1,1,1,2,1,1,Carbamidomethylation; Mutation,43079,TRINITY_DN46385_c0_g1_i1.p1
1750,1078,TRINITY_DN48285_c0_g1_i2.p1,151.63,13,2,8,0,2,2,0,5,2,0,3,0,5,8.4075E5,9.4878E6,,1.1322E6,8.5962E5,,1.7412E5,8.656E5,,1.0255E7,,4.9774E6,5,5,1,3,0,1,1,0,2,1,0,1,0,2,Carbamidomethylation; Mutation,47357,TRINITY_DN48285_c0_g1_i2.p1
1750,1090,TRINITY_DN48285_c0_g1_i5.p1,151.63,16,2,9,0,2,2,0,6,2,0,3,0,6,8.4075E5,9.4878E6,,1.1322E6,8.5962E5,,1.7412E5,8.656E5,,1.0255E7,,4.9774E6,5,5,1,3,0,1,1,0,2,1,0,1,0,2,Carbamidomethylation; Mutation,39876,TRINITY_DN48285_c0_g1_i5.p1
1750,1091,TRINITY_DN48285_c0_g1_i1.p1,151.63,16,2,9,0,2,2,0,6,2,0,3,0,6,8.4075E5,9.4878E6,,1.1322E6,8.5962E5,,1.7412E5,8.656E5,,1.0255E7,,4.9774E6,5,5,1,3,0,1,1,0,2,1,0,1,0,2,Carbamidomethylation; Mutation,40218,TRINITY_DN48285_c0_g1_i1.p1
1750,1092,TRINITY_DN48285_c0_g1_i3.p1,151.63,16,2,9,0,2,2,0,6,2,0,3,0,6,8.4075E5,9.4878E6,,1.1322E6,8.5962E5,,1.7412E5,8.656E5,,1.0255E7,,4.9774E6,5,5,1,3,0,1,1,0,2,1,0,1,0,2,Carbamidomethylation; Mutation,40218,TRINITY_DN48285_c0_g1_i3.p1
1239,782,TRINITY_DN47017_c1_g1_i2.p1,151.58,19,0,4,11,8,7,4,6,4,2,0,0,4,,5.2217E5,2.5644E6,2.6234E6,4.6852E6,9.4591E5,1.4463E6,6.0304E5,9.3292E5,,,1.0787E6,10,10,0,2,6,4,4,2,3,2,1,0,0,2,Carbamidomethylation; Oxidation (M); Methylation(others); Michael addition with methylamine; Mutation,76900,TRINITY_DN47017_c1_g1_i2.p1
1945,1582,TRINITY_DN46636_c0_g1_i2.p1,151.55,26,4,0,0,0,0,10,0,21,0,25,0,0,2.3682E5,,,,,9.8586E5,,2.6267E6,,3.6555E6,,,6,6,1,0,0,0,0,1,0,2,0,5,0,0,Oxidation (M),21831,TRINITY_DN46636_c0_g1_i2.p1
2087,1455,TRINITY_DN56017_c0_g1_i1.p1,151.29,18,0,3,0,0,3,0,11,0,0,3,7,7,,1.1808E5,,,1.1953E6,,1.9927E6,,,9.7113E5,5.3782E3,2.0003E5,4,4,0,1,0,0,1,0,2,0,0,1,1,1,Deamidation (NQ),31842,TRINITY_DN56017_c0_g1_i1.p1
1320,442,TRINITY_DN46423_c0_g1_i1.p1,151.26,11,1,5,4,0,4,1,5,1,0,5,1,5,9.2778E5,7.1227E6,2.4646E6,,4.762E6,7.4058E5,2.787E6,2.5103E6,,7.4245E6,3.6313E5,2.3282E6,7,7,1,3,3,0,3,1,3,2,0,3,1,3,Carbamidomethylation; Mutation,77735,TRINITY_DN46423_c0_g1_i1.p1
1054,1043,TRINITY_DN39703_c0_g1_i1.p1,151.20,51,30,34,9,19,0,29,23,20,0,23,36,14,8.0316E6,1.0109E7,1.0665E6,5.9645E6,,8.0957E6,8.0925E6,5.6996E6,,1.1727E7,6.648E6,5.2269E6,7,7,4,4,1,3,0,5,3,3,0,4,5,2,Oxidation (M); Methylation(others); Pyro-glu from Q; Mutation,16083,TRINITY_DN39703_c0_g1_i1.p1
1153,1783,TRINITY_DN43522_c0_g1_i1.p1,150.82,27,10,22,17,22,17,14,27,22,22,17,8,10,1.5737E6,3.0896E6,2.1083E6,3.5977E6,2.5343E6,2.14E6,2.6412E6,3.1054E6,2.0435E6,3.6984E6,,2.8443E6,6,1,1,3,2,3,2,2,5,3,4,2,2,1,Carbamidomethylation; Oxidation (M); Amidation; Mutation,18805,TRINITY_DN43522_c0_g1_i1.p1
1153,1784,TRINITY_DN43522_c0_g1_i3.p1,150.82,27,10,22,17,22,17,14,27,22,22,17,8,10,1.5737E6,3.0896E6,2.1083E6,3.5977E6,2.5343E6,2.14E6,2.6412E6,3.1054E6,2.0435E6,3.6984E6,,2.8443E6,6,1,1,3,2,3,2,2,5,3,4,2,2,1,Carbamidomethylation; Oxidation (M); Amidation; Mutation,18862,TRINITY_DN43522_c0_g1_i3.p1
1261,1317,TRINITY_DN41018_c0_g2_i3.p1,150.78,45,21,30,29,21,6,14,14,14,9,14,6,29,1.2134E6,4.3969E6,1.9025E6,3.3282E6,1.193E6,1.0465E6,2.1517E6,2.3658E6,7.0509E5,3.4324E6,1.0206E6,2.9335E6,5,4,2,4,3,3,1,2,2,2,1,2,1,3,Carbamidomethylation; Oxidation (M),16303,TRINITY_DN41018_c0_g2_i3.p1
1261,1316,TRINITY_DN41018_c0_g2_i1.p1,150.78,45,22,31,29,21,6,15,15,15,9,15,6,29,1.2134E6,4.3969E6,1.9025E6,3.3282E6,1.193E6,1.0465E6,2.1517E6,2.3658E6,7.0509E5,3.4324E6,1.0206E6,2.9335E6,5,4,2,4,3,3,1,2,2,2,1,2,1,3,Carbamidomethylation; Oxidation (M),16062,TRINITY_DN41018_c0_g2_i1.p1
579,1513,TRINITY_DN48077_c0_g1_i2.p1,150.77,24,16,13,10,16,13,23,13,16,16,10,17,10,9.1909E6,8.6058E6,3.735E6,9.8209E6,7.4958E6,9.6223E6,5.3622E6,1.4279E7,1.07E7,1.6617E6,5.6066E6,6.6869E6,8,7,7,6,6,6,6,10,7,8,7,4,7,5,Oxidation (M); Deamidation (NQ); Methylation(KR); Methylation(others); Acetylation (Protein N-term),35138,TRINITY_DN48077_c0_g1_i2.p1
798,763,TRINITY_DN43109_c0_g1_i3.p1,150.67,27,10,8,7,14,14,3,14,18,7,10,10,7,3.0358E6,8.5664E6,1.3525E6,2.5436E6,2.2608E6,,1.1868E7,1.2405E7,1.1263E7,1.9082E6,1.97E6,,10,4,5,3,3,5,5,1,6,7,4,4,5,4,Carbamidomethylation; Oxidation (M); Mutation,45380,TRINITY_DN43109_c0_g1_i3.p1
774,939,TRINITY_DN45947_c0_g2_i1.p1,150.58,22,15,8,8,13,13,5,8,13,22,8,8,6,3.0529E7,2.1301E7,1.6603E7,2.6376E7,2.4042E7,5.5073E6,7.2193E6,4.5704E7,2.5766E7,4.967E7,1.2644E7,8.2638E6,8,8,7,4,4,5,6,3,3,5,8,3,3,3,Oxidation (M); Deamidation (NQ); Pyro-glu from Q; Mutation,45472,TRINITY_DN45947_c0_g2_i1.p1
695,836,TRINITY_DN46388_c1_g1_i2.p1,150.57,21,10,15,10,15,15,7,15,10,12,10,15,10,2.342E7,3.6092E7,1.8086E7,2.6294E7,2.4731E7,9.0686E6,2.8037E7,2.2384E7,1.1203E7,2.2227E7,1.6182E7,1.7855E7,9,9,4,6,5,6,6,3,8,4,4,6,5,6,Oxidation (HW); Mutation,35208,TRINITY_DN46388_c1_g1_i2.p1
984,773,TRINITY_DN44207_c0_g1_i2.p1,150.57,19,12,14,14,13,6,14,17,9,10,12,4,8,4.3144E6,6.9336E6,2.8959E6,8.9905E6,1.6587E6,5.0208E6,6.052E6,5.3002E6,1.3065E6,9.5789E6,1.197E6,2.0185E6,6,6,3,4,4,4,2,4,5,2,3,4,1,2,Carbamidomethylation; Mutation,39860,TRINITY_DN44207_c0_g1_i2.p1
1007,1733,TRINITY_DN44411_c0_g1_i1.p1,150.40,11,2,5,2,2,8,4,5,2,2,11,4,2,,4.8117E6,,,5.6578E6,0,1.6949E6,,,1.2181E7,0,,6,4,2,3,1,2,5,3,4,2,2,6,3,3,Carbamidomethylation; Deamidation (NQ); Glycidamide adduct; Mutation,56150,TRINITY_DN44411_c0_g1_i1.p1
687,448,TRINITY_DN47325_c0_g2_i2.p2,149.97,21,10,15,12,15,10,15,12,13,13,12,12,18,4.2529E6,1.2329E7,2.5744E6,7.4285E6,2.4674E6,8.3477E6,7.8584E6,1.1378E7,3.1308E6,1.0002E7,3.7502E6,1.2461E7,7,7,4,7,5,5,4,6,5,5,5,5,5,8,Carbamidomethylation; Oxidation (M); Pyro-glu from Q,43781,TRINITY_DN47325_c0_g2_i2.p2
687,449,TRINITY_DN47325_c0_g2_i1.p2,149.97,21,10,15,12,15,10,15,12,13,13,12,12,18,4.2529E6,1.2329E7,2.5744E6,7.4285E6,2.4674E6,8.3477E6,7.8584E6,1.1378E7,3.1308E6,1.0002E7,3.7502E6,1.2461E7,7,7,4,7,5,5,4,6,5,5,5,5,5,8,Carbamidomethylation; Oxidation (M); Pyro-glu from Q,43754,TRINITY_DN47325_c0_g2_i1.p2
540,3724,TRINITY_DN18990_c0_g1_i1.p1,149.94,56,36,28,56,56,36,36,40,36,36,56,36,15,8.1094E6,,2.6953E6,7.5618E6,9.3381E5,9.1013E5,1.318E6,3.2801E6,1.4675E6,1.2425E7,4.4183E5,,7,4,10,3,8,12,8,4,2,11,9,10,7,3,Oxidation (M); Deamidation (NQ); Methylation(KR); Methylation(others); Mutation,10958,TRINITY_DN18990_c0_g1_i1.p1
1815,1288,TRINITY_DN43316_c0_g1_i1.p1,149.81,9,0,2,5,0,3,0,3,5,0,5,0,0,,1.3925E5,7.5308E5,,2.1381E5,,0,1.0819E6,,1.2027E6,,,5,5,0,1,3,0,2,0,1,2,0,2,0,0,Mutation,60065,TRINITY_DN43316_c0_g1_i1.p1
1307,1620,TRINITY_DN44641_c0_g1_i1.p1,149.77,25,12,14,14,25,14,7,13,14,19,7,14,7,4.26E6,1.7417E6,2.8281E6,7.0168E6,3.605E6,1.0592E6,1.9199E6,3.9942E6,3.9509E6,1.1603E6,1.8011E6,9.5131E5,4,4,2,2,2,4,2,1,2,2,3,1,2,1,Carbamidomethylation; Mutation,20167,TRINITY_DN44641_c0_g1_i1.p1
1549,1000,TRINITY_DN45735_c0_g1_i1.p1,149.58,45,21,0,14,24,14,7,0,14,7,31,17,7,1.5999E6,,3.2189E5,2.2929E6,1.4659E6,1.471E6,,2.1705E6,7.6885E5,3.1759E6,4.1834E5,9.713E5,4,4,2,0,2,2,2,1,0,2,1,3,1,1,Carbamidomethylation,15559,TRINITY_DN45735_c0_g1_i1.p1
1479,1209,TRINITY_DN48100_c0_g1_i1.p1,149.55,26,0,21,12,9,26,0,16,0,0,16,0,16,,9.7373E6,5.9546E5,1.5074E6,7.9742E6,,4.0724E6,,,3.8103E6,,4.587E6,4,4,0,4,1,2,5,0,3,0,0,2,0,2,Carbamidomethylation,24217,TRINITY_DN48100_c0_g1_i1.p1
1388,1921,TRINITY_DN18572_c0_g1_i1.p1,149.38,27,10,6,4,5,22,4,6,7,4,13,7,6,1.2535E6,7.9967E5,2.1705E6,,3.2568E6,,2.1714E6,1.9493E6,,2.6393E6,9.5147E5,2.3278E5,11,8,1,3,1,1,4,1,2,1,1,3,1,2,Mutation,23363,TRINITY_DN18572_c0_g1_i1.p1
1769,484,TRINITY_DN47437_c0_g3_i1.p1,149.37,18,4,0,11,0,2,4,5,3,0,2,0,0,2.5294E5,,1.65E6,,5.9164E5,1.6887E5,1.0739E6,1.3966E6,,,,,7,6,1,0,4,0,2,1,2,1,0,1,0,0,Carbamidomethylation,48946,TRINITY_DN47437_c0_g3_i1.p1
1211,1425,TRINITY_DN49374_c0_g1_i1.p1,149.32,30,22,7,17,13,10,7,0,13,9,3,7,0,3.0035E6,1.9013E6,3.0304E6,3.334E6,2.8852E6,1.6009E6,,3.9837E6,2.1498E6,2.1126E6,2.1177E6,,7,7,4,2,4,3,3,2,0,3,3,1,2,0,Carbamidomethylation; Oxidation (M); Methylation(others); Mutation,30049,TRINITY_DN49374_c0_g1_i1.p1
1156,548,TRINITY_DN10921_c0_g1_i1.p1,149.25,20,12,3,6,11,3,3,12,15,7,3,3,9,4.2584E6,7.8157E5,9.1302E5,1.4115E6,4.9916E5,7.2353E5,6.0259E5,8.0766E6,9.0147E5,1.3432E6,4.1432E5,2.3059E6,6,6,4,1,2,5,1,1,3,5,2,1,1,3,Carbamidomethylation; Oxidation (M); Pyro-glu from Q,39390,TRINITY_DN10921_c0_g1_i1.p1
1084,2524,TRINITY_DN47280_c0_g2_i1.p1,149.20,46,13,46,15,13,13,4,25,13,13,13,15,34,4.8788E5,1.0473E7,5.9413E4,6.6704E6,9.6021E5,1.8944E6,1.2864E7,1.1836E6,4.2368E6,2.4855E6,3.0277E6,1.7972E6,5,5,2,6,2,3,2,1,4,2,2,3,2,4,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Mutation,20733,TRINITY_DN47280_c0_g2_i1.p1
703,1555,TRINITY_DN47107_c0_g1_i2.p1,149.01,42,11,42,26,27,26,26,26,26,11,26,11,42,8.5279E6,7.2756E6,8.0333E6,5.6921E6,8.9671E6,1.0922E7,6.531E6,1.2774E7,5.8154E6,2.8696E7,4.9404E6,9.4628E6,5,5,5,6,6,4,4,6,4,5,4,7,4,7,Oxidation (M); Deoxy,15412,TRINITY_DN47107_c0_g1_i2.p1
580,595,TRINITY_DN43845_c1_g1_i1.p1,148.85,20,14,14,12,14,20,14,16,18,12,20,9,14,1.5331E7,2.0109E7,1.0333E7,1.3003E7,2.7723E7,1.8109E7,1.5353E7,2.2371E7,6.7437E6,3.0332E7,8.4781E6,1.2151E7,8,8,6,6,5,6,8,6,8,8,5,9,4,7,Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Mutation,46363,TRINITY_DN43845_c1_g1_i1.p1
739,767,TRINITY_DN47884_c0_g2_i3.p1,148.73,21,11,15,8,9,12,18,12,13,12,12,15,5,1.4592E7,1.5067E7,4.3917E6,7.0345E6,9.7183E6,1.1377E7,1.1217E7,9.9127E6,8.1909E6,1.8854E7,1.0269E7,3.3158E6,7,7,6,6,3,4,5,7,5,4,4,5,6,2,Oxidation (M); Acetylation (Protein N-term); Mutation,35318,TRINITY_DN47884_c0_g2_i3.p1
